"Condition","Timestamp","Score","Please select your choice below. You may print a copy of this consent form for your records. Clicking on the “Agree” button indicates that you have read the above information, you voluntarily agree to participate, you are 18 years of age or older, and you are fluent in English.","Which image do you prefer?","Can you spot the missing fruit?","What can you see here?","Look around where you are right now, and try to notice three new things that you have never noticed before. What are those three things?","Suppose you had to choose one of these two options. Which would you prefer?","Would you prefer to receive $1,500 today or $1,800 one month from now?","Linda is 31 years old, single, outspoken, and very bright. She majored in philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations. Which is more probable?","Suppose you just unexpectedly came into $1,000. How much would you put away into your savings for your retirement? Please choose whichever option below is closest to your answer.","What day of the month is your birthday (1-31)?","Let's call that number you wrote above ""X"". So X is the day of the month you were born. Please think about that number in terms of millions of dollars. In 2008, Brad Pitt and Angelina Jolie sold the rights to the baby photos of their children to two celebrity magazines, with the proceeds going to charity. Without looking it up, do you think they sold the photos for more, or less, than $X million? Remember that X is your number from above.","Without looking it up, what's your best guess of how much they sold the rights for, in millions of dollars? Please write the number that represents your best guess; for example, if you think it is $15 million, type in 15.","If you take a coin that you happen to have out of your pocket, and you toss it high in the air in five times, and it surprisingly comes up heads all five times, what do you think will happen if you toss it one more time?","Below are four cards. You would like to evaluate whether the following rule is true: ""Any card that has a vowel on one side will have an even number on the other side."" Turn over only those cards that you need to, in order to check the rule.","Which of these two job offers would you prefer? Assume there are basically no other differences between the two opportunities.","A few days ago, you bought a ticket to a sold-out concert. You really love their music and would have paid up to $500 for the ticket, but you got a great deal and were able to buy it for only $200. Today, you notice that richer or more desperate fans on the internet would pay up to $3,000 for your ticket. Would you sell it?","Your local hardware store has been selling snow shovels for $15. This morning, after a very large snowstorm, the store raises the price to $20. How would you rate this action by the store?","Consider the letter R. Is R more likely to appear as the first letter in a word, or as the third letter?","You see three people named Al, Bob, and Carl wanting to play chess at a public park. You know that two of them are equally ranked amateurs, and one is a pro who will always beat either amateur, but you don't know which one is the pro. They ask you to match them up in a tournament. You randomly guess that Al is the pro so you have Bob and Carl face off first. Bob wins that game, and now will face Al for the championship. If you had to bet, who do you now think is the pro?","An individual has been described by a neighbor as follows: “Steve is very shy and withdrawn, invariably helpful but with very little interest in people or in the world of reality. A meek and tidy soul, he has a need for order and structure, and a passion for detail.” Is Steve more likely to be a librarian or a farmer?","There is a type of cancer that afflicts 0.1% of the population. A screening test correctly identifies the cancer 90% of the time when it is truly there, and correctly reports there is no cancer 95% of the time when it is truly not there. You take the screening test and it reports that you have the cancer. What is the probability that you really do? Please pick the answer closest to your best guess of the probability.","How many occurrences of the letter ""F"" are there in this sentence: ""FINISHED FILES ARE THE RESULT OF YEARS OF SCIENTIFIC STUDY COMBINED WITH THE EXPERIENCE OF YEARS.""","Suppose you had to predict the high temperature of the day for New York City two months from now. Suppose your best guess is that it will be 70 degrees Fahrenheit. What would be the range of your estimate, so that you would be 95% confident that the real temperature two months from now will in fact be in that range?","You just paid $1 for a lottery ticket with random numbers, and you haven't seen the numbers yet, when suddenly someone offers to pay you $2 for your lottery ticket. (They haven't seen your random numbers yet either.) There is still plenty of time for you to buy more lottery tickets before the drawing. Would you sell your ticket for $2?","There are two envelopes in front of you, one labeled Heads and one labeled Tails. Each envelope has five poker chips numbered from one to five. We'll flip a fair coin, then draw a random number from the indicated envelope. So there are ten possibilities (Heads 1...Heads 5 and Tails 1...Tails 5), but you can only pick three. If you correctly predict heads and the right number, you get $3. If you correctly predict tails and the right number, you get $2. Please select three of these possibilities.","Which of these does not belong? (There is only one correct answer.)","A bat and a ball cost $110 in total. The bat costs $100 more than the ball. How much does the ball cost?","A lot of people are going to answer this survey. For this question, they (and you) will all choose a number between 0 and 100. What do you think will be half the average of everybody's answer to this question? Please respond with a number between 0 and 100.","You bought one hundred shares of a stock when it cost $50. It now costs $30. You no longer like the stock: if you weren't already an owner of the stock, you would not want to buy it now. What do you want to do with the shares that you do currently own?","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I like to investigate things.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I generate few novel ideas.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I make many novel contributions.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I seldom notice what other people are up to.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I avoid thought provoking conversations.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I am very creative.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I am very curious.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I try to think of new ways of doing things.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I am rarely aware of changes.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I like to be challenged intellectually.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I find it easy to create new and effective ideas.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I am rarely alert to new developments.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I like to figure out how things work.]","Rate each phrase about you, from 1 = strongly disagree to 7 = strongly agree. [I am not an original thinker.]"
"Mindful","6/10/2020 15:25:53","9 / 23","Agree","Option 1","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","air freedom imagination xD","You toss a fair coin. Heads you get $300. Tails you lose $100.","$1,500 today","Linda is a bank teller.","$250 into retirement",17,"less",14,"Equally likely to come up heads or tails","Turn over card 3 only.","A job paying $42,000 in a firm where the average salary is $38,000","Yes, I would sell it","Unfair","R is more likely to appear as the first letter in a word","Bob","Librarian","Between 90% and 95%",6,"65 - 75","No","Heads 1, Heads 4, Tails 2","D",5,17,"Hold on no matter what until the price gets back to $50 or higher, then sell",7,5,5,6,7,4,7,7,1,7,4,2,7,1
"Mindful","6/11/2020 0:51:41","18 / 23","Agree","Option 2","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","logo on draw compartment, plastic seal on remote, diagram on heatpump","You toss a fair coin. Heads you get $300. Tails you lose $100.","$1,800 one month from now","Linda is a bank teller.","$0 -- nothing into savings for retirement",9,"more",15,"Equally likely to come up heads or tails","Turn over cards 1 and 3 only.","A job paying $44,000 in a firm where the average salary is $50,000","Yes, I would sell it","Completely fair","R is more likely to appear as the third letter in a word","Bob","Farmer","Between 0.1% and 5%",6,"60 - 80","Yes","Heads 2, Heads 3, Heads 4","C",5,1,"Sell now",6,3,5,2,2,5,5,6,2,6,4,2,6,4
"Mindful","6/11/2020 0:56:00","10 / 23","Agree","Option 1","No, I don't think there is a missing fruit","I see the vase and faces on the left and the vase and faces on the right.","ceiling cracks, wall shadows, rug folds","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller and is active in the feminist movement.","$250 into retirement",28,"less",2,"Equally likely to come up heads or tails","Turn over cards 1, 2, 3, and 4.","A job paying $42,000 in a firm where the average salary is $38,000","Yes, I would sell it","Acceptable","R is more likely to appear as the first letter in a word","Bob","Librarian","Between 90% and 95%",3,"65 - 75","Yes","Heads 1, Heads 2, Heads 3","D",5,25,"Sell now",7,2,5,3,2,5,6,7,1,5,6,2,5,2
"Mindful","6/11/2020 1:50:27","11 / 23","Agree","Option 2","No, I don't think there is a missing fruit","I see the vase and faces on the left and the vase and faces on the right.","I don't notice anything new","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller.","$500 into retirement",15,"less",8,"Equally likely to come up heads or tails","Turn over cards 1, 2, 3, and 4.","A job paying $42,000 in a firm where the average salary is $38,000","No, I would not sell it","Acceptable","R is more likely to appear as the first letter in a word","Bob","Librarian","Between 0% and 0.1%",6,"40 - 100","Yes","Heads 1, Heads 3, Heads 5","E",5,15,"Hold on no matter what until the price gets back to $50 or higher, then sell",6,4,5,5,2,4,7,6,3,6,3,5,7,2
"Mindful","6/11/2020 7:29:24","10 / 23","Agree","Option 1","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","books are out of order, file drawer is open, large pink post-it notes that I bought for fun and never used. ","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller.","$1000 -- all of it into savings for retirement",12,"more",15,"Equally likely to come up heads or tails","Turn over cards 1 and 3 only.","A job paying $44,000 in a firm where the average salary is $50,000","No, I would not sell it","Unfair","R is more likely to appear as the third letter in a word","Al","Farmer","Between 95% and 99.9%",6,"60 - 80","No","Heads 1, Heads 5, Tails 4","B",5,12,"Hold on no matter what until the price gets back to $50 or higher, then sell",6,4,5,2,1,4,6,6,2,6,6,2,5,4
"Mindful","6/11/2020 8:27:15","14 / 23","Agree","Option 1","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","Shadows in the rug, crack in the door frame, shadows on the wall","You toss a fair coin. Heads you get $300. Tails you lose $100.","$1,800 one month from now","Linda is a bank teller and is active in the feminist movement.","$1000 -- all of it into savings for retirement",11,"less",10,"Equally likely to come up heads or tails","Turn over cards 1, 2, 3, and 4.","A job paying $44,000 in a firm where the average salary is $50,000","No, I would not sell it","Completely fair","R is more likely to appear as the first letter in a word","Bob","Farmer","Between 0% and 0.1%",6,"40 - 100","Yes","Heads 1, Heads 2, Heads 3","D",5,25,"Sell now",7,2,6,3,3,4,6,6,2,6,6,3,7,2
"Mindful","6/11/2020 9:47:35","15 / 23","Agree","Option 2","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","wiffle ball in neighbor's gutter, vent on other neighbor's roof, purple flowers on first neighbor's tree","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller.","$750 into retirement",27,"less",5,"Equally likely to come up heads or tails","Turn over cards 1 and 3 only.","A job paying $44,000 in a firm where the average salary is $50,000","Yes, I would sell it","Acceptable","R is more likely to appear as the third letter in a word","Bob","Farmer","Between 0% and 0.1%",3,"40 - 100","Yes","Heads 1, Heads 2, Heads 3","E",5,25,"Sell now",7,2,5,2,2,6,7,4,1,7,5,1,7,3
"Mindful","6/11/2020 10:18:33","15 / 23","Agree","Option 1","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","Wear and tear on the corner of a book; ","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller and is active in the feminist movement.","$1000 -- all of it into savings for retirement",23,"more",50,"Equally likely to come up heads or tails","Turn over cards 3 and 4 only.","A job paying $44,000 in a firm where the average salary is $50,000","Yes, I would sell it","Completely fair","R is more likely to appear as the third letter in a word","Al","Farmer","Between 95% and 99.9%",6,"50 - 90","Yes","Heads 1, Heads 2, Heads 3","D",5,25,"Sell now",6,1,5,4,3,4,7,6,2,6,6,2,5,1
"Mindful","6/11/2020 11:59:09","14 / 23","Agree","Option 1","Yes, I see the missing fruit","I see only the vase on the left, and the vase and faces on the right.","clump or cords, mark on the floor, some dirt","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller.","$500 into retirement",24,"less",20,"Equally likely to come up heads or tails","Turn over cards 3 and 4 only.","A job paying $44,000 in a firm where the average salary is $50,000","No, I would not sell it","Acceptable","R is more likely to appear as the third letter in a word","Bob","Farmer","Between 60% and 90%",3,"50 - 90","Yes","Heads 2, Heads 3, Heads 4","E",5,3,"Sell if it drops even lower to $15, or if it gets back up to $50",6,4,4,2,3,4,4,5,3,5,4,4,4,3
"Mindful","6/11/2020 14:21:39","15 / 23","Agree","Option 1","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","A ""xenopus"" on a children alphabet picture, how one wall has almost no scuffs and another is covered in chips and scuffs, dust in the corner","You toss a fair coin. Heads you get $300. Tails you lose $100.","$1,800 one month from now","Linda is a bank teller.","$0 -- nothing into savings for retirement",20,"less",5,"Equally likely to come up heads or tails","Turn over card 3 only.","A job paying $44,000 in a firm where the average salary is $50,000","No, I would not sell it","Acceptable","R is more likely to appear as the first letter in a word","Bob","Farmer","Between 0% and 0.1%",6,"40 - 100","Yes","Heads 3, Heads 4, Heads 5","C",10,25,"Sell now",6,6,5,2,1,5,5,6,3,6,5,2,6,3
"Mindful","6/11/2020 15:43:29","15 / 23","Agree","Option 1","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","Chipped paint on the windowsill, the carpet being a little ripped, and only one window has a screen","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller.","$0 -- nothing into savings for retirement",23,"less",2,"Equally likely to come up heads or tails","Turn over cards 3 and 4 only.","A job paying $42,000 in a firm where the average salary is $38,000","Yes, I would sell it","Acceptable","R is more likely to appear as the third letter in a word","Bob","Librarian","Between 60% and 90%",6,"50 - 90","Yes","Heads 1, Heads 3, Heads 5","E",5,25,"Sell now",5,5,3,3,2,6,5,6,2,7,6,2,4,2
"Mindful","6/11/2020 16:42:20","8 / 23","Agree","Option 1","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","Hole in ceiling, faucet is crooked, ","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller and is active in the feminist movement.","$0 -- nothing into savings for retirement",19,"less",5,"Equally likely to come up heads or tails","Turn over cards 1 and 3 only.","A job paying $44,000 in a firm where the average salary is $50,000","No, I would not sell it","Acceptable","R is more likely to appear as the third letter in a word","Bob","Librarian","Between 90% and 95%",5,"60 - 80","No","Heads 4, Tails 1, Tails 3","A",10,32,"Hold on no matter what until the price gets back to $50 or higher, then sell",5,4,4,4,6,1,2,7,1,5,4,4,7,4
"Mindful","6/11/2020 17:52:31","7 / 23","Agree","Option 1","No, I don't think there is a missing fruit","I see the vase and faces on the left and the vase and faces on the right.","i do not see anything new as this is a space I created","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller and is active in the feminist movement.","$1000 -- all of it into savings for retirement",30,"less",10,"Equally likely to come up heads or tails","Turn over cards 1 and 3 only.","A job paying $42,000 in a firm where the average salary is $38,000","No, I would not sell it","Very unfair","R is more likely to appear as the third letter in a word","Bob","Librarian","Between 90% and 95%",6,"65 - 75","No","Heads 2, Heads 3, Tails 2","D",10,50,"Hold on no matter what until the price gets back to $50 or higher, then sell",6,3,6,2,2,6,6,6,2,6,4,2,5,2
"Mindful","6/11/2020 20:02:20","16 / 23","Agree","Option 2","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","power outlet behind the sink, the iron on top of the shelf, different colors in the carpet","You toss a fair coin. Heads you get $300. Tails you lose $100.","$1,500 today","Linda is a bank teller.","$750 into retirement",14,"less",2,"Equally likely to come up heads or tails","Turn over card 3 only.","A job paying $44,000 in a firm where the average salary is $50,000","Yes, I would sell it","Acceptable","R is more likely to appear as the third letter in a word","Bob","Farmer","Between 0.1% and 5%",6,"60 - 80","Yes","Heads 1, Heads 3, Heads 5","C",5,13,"Hold on no matter what until the price gets back to $50 or higher, then sell",5,4,3,1,1,5,5,4,1,5,4,1,6,3
"Mindful","6/11/2020 20:08:22","7 / 23","Agree","Option 2","Yes, I see the missing fruit","I see the vase and faces on the left and the vase and faces on the right.","A dog toy on the floor, an uneven mini blind, crooked picture on wall ","You get $20 for sure.","$1,800 one month from now","Linda is a bank teller and is active in the feminist movement.","$1000 -- all of it into savings for retirement",14,"less",3,"Equally likely to come up heads or tails","Turn over card 3 only.","A job paying $44,000 in a firm where the average salary is $50,000","No, I would not sell it","Unfair","R is more likely to appear as the first letter in a word","Bob","Librarian","Between 5% and 40%",3,"65 - 75","No","Heads 2, Heads 4, Tails 2","E",5,50,"Hold on no matter what until the price gets back to $50 or higher, then sell",6,2,6,2,2,7,6,6,2,6,6,2,5,6
